Respondent,Reached end,1.1. Had to temporarily close down or adjust services,1.2. Moved program and service delivery online,1.3. Had to increase hours due to increased demand for programs and services,1.4. Remained closed and unable to offer any programs or services,1.5. Lost funding from program partners or donors,1.6. Lost revenue from user fees,1.7. Had to reduce staff work hours,1.8. Had to lay off employees due to financial constraints,1.9. Hired additional staff,1.10. Lost volunteers,1.11. Had employees that contracted COVID-19,1.12. Had clients that contracted COVID-19,1.13. Developed new partnerships to continue to deliver programs and services,1.14. Had to apply to the Canada Emergency Wage Subsidy (CEWS) to maintain staffing levels,"1.15. Ineligible for federal or provincial supports (e.g. Canada Emergency Wage Subsidy, Canada Emergency Business account)","1.16. Other, please specify","2. Please provide any additional comments on how your agency has been impacted by the COVID-19 pandemic, if not reflected in the previous question.&nbsp &nbsp Please do not provide any personal information in your response.",3.1.1. Public health guidance and information about COVID-19 - Short-term (0-6 months),3.1.2. Public health guidance and information about COVID-19 - Medium-term (6-18 months),3.1.3. Public health guidance and information about COVID-19 - Long-term (18+ months),3.1.4. Public health guidance and information about COVID-19 - N/A,3.2.1. Workplace modification supports (e.g. plexiglass barriers) - Short-term (0-6 months),3.2.2. Workplace modification supports (e.g. plexiglass barriers) - Medium-term (6-18 months),3.2.3. Workplace modification supports (e.g. plexiglass barriers) - Long-term (18+ months),3.2.4. Workplace modification supports (e.g. plexiglass barriers) - N/A,3.3.1. Non-medical cloth masks or personal protective equipment (PPE) - Short-term (0-6 months),3.3.2. Non-medical cloth masks or personal protective equipment (PPE) - Medium-term (6-18 months),3.3.3. Non-medical cloth masks or personal protective equipment (PPE) - Long-term (18+ months),3.3.4. Non-medical cloth masks or personal protective equipment (PPE) - N/A,"3.4.1. Technology supports (e.g. devices, remote meeting technology) - Short-term (0-6 months)","3.4.2. Technology supports (e.g. devices, remote meeting technology) - Medium-term (6-18 months)","3.4.3. Technology supports (e.g. devices, remote meeting technology) - Long-term (18+ months)","3.4.4. Technology supports (e.g. devices, remote meeting technology) - N/A",3.5.1. Funding stabilization or flexibility - Short-term (0-6 months),3.5.2. Funding stabilization or flexibility - Medium-term (6-18 months),3.5.3. Funding stabilization or flexibility - Long-term (18+ months),3.5.4. Funding stabilization or flexibility - N/A,3.6.1. Additional funding - Short-term (0-6 months),3.6.2. Additional funding - Medium-term (6-18 months),3.6.3. Additional funding - Long-term (18+ months),3.6.4. Additional funding - N/A,3.7.1. Rent or mortgage supports - Short-term (0-6 months),3.7.2. Rent or mortgage supports - Medium-term (6-18 months),3.7.3. Rent or mortgage supports - Long-term (18+ months),3.7.4. Rent or mortgage supports - N/A,"3.8.1. Financial supports for businesses and agencies (e.g. wage subsidies, tax relief) - Short-term (0-6 months)","3.8.2. Financial supports for businesses and agencies (e.g. wage subsidies, tax relief) - Medium-term (6-18 months)","3.8.3. Financial supports for businesses and agencies (e.g. wage subsidies, tax relief) - Long-term (18+ months)","3.8.4. Financial supports for businesses and agencies (e.g. wage subsidies, tax relief) - N/A",3.9.1. Access to larger space to accommodate physical distancing requirements - Short-term (0-6 months),3.9.2. Access to larger space to accommodate physical distancing requirements - Medium-term (6-18 months),3.9.3. Access to larger space to accommodate physical distancing requirements - Long-term (18+ months),3.9.4. Access to larger space to accommodate physical distancing requirements - N/A,3.10.1. Community coordination support (e.g. City-United Way Community Coordination Plan) - Short-term (0-6 months),3.10.2. Community coordination support (e.g. City-United Way Community Coordination Plan) - Medium-term (6-18 months),3.10.3. Community coordination support (e.g. City-United Way Community Coordination Plan) - Long-term (18+ months),3.10.4. Community coordination support (e.g. City-United Way Community Coordination Plan) - N/A,3.11. Other,"3.11.1. Other, please specify - Short-term (0-6 months)","3.11.2. Other, please specify - Medium-term (6-18 months)","3.11.3. Other, please specify - Long-term (18+ months)","3.11.4. Other, please specify - N/A","4. Please identify any additional supports needed for your agency for recovery and rebuild not listed in the question above, and indicate whether they are a short-term, medium-term, or long-term priority.Please do not provide any personal information in your response.",5.1. The health and wellness of employees,5.2. Maintaining cleaning and disinfection measures,5.3. Recruiting talent or staffing availability,5.4. Employee training,5.5. Having enough demand from clients when we reopen,5.6. Childcare for staff,5.7. None of the above,"5.8. Other, please specify",6.1. Public health guidance and information about COVID-19,6.2. Workplace modification supports (e.g. plexiglass barriers),6.3. Non-medical cloth masks or personal protective equipment (PPE),"6.4. Technology supports (e.g. devices, remote meeting technology)",6.5. Funding stabilization or flexibility,6.6. Additional funding,6.7. Rent or mortgage supports,"6.8. Financial supports for businesses and agencies (e.g. wage subsidies, tax relief)",6.9. Access to larger space to accommodate physical distancing requirements,6.10. Ongoing community coordination support (e.g. City-United Way Community Coordination Plan),"6.11. Other, please specify",7. What has your agency learned from the COVID-19 response that can inform preparation for a possible second wave of COVID-19? (e.g. importance of funding flexibility to respond quickly or list of essential services) Please do not provide any personal information in your response.,8.1. Seniors (70+),8.2. Isolated persons,8.3. Low-income individuals and families,8.4. Homeless or precariously housed individuals,8.5. Indigenous peoples,8.6. Black Torontonians,8.7. Racialized communities,"8.8. Newcomers, refugees, or refugee claimants",8.9. International students,8.10. Undocumented Torontonians,8.11. Youth,8.12. Women,8.13. LGBTQ2S+ communities,8.14. Residents living in congregate living situations (e.g. rooming houses),8.15. Persons with disabilities,8.16. None of the identified,"8.17. Other, please specify","9. Given existing long-standing constraints and the potential financial impacts of COVID-19, where do you see an opportunity for the City, other levels of government, and community partners to work differently and to improve programs or services to better serve vulnerable residents?Please do not provide any personal information in your response.",10. Do you have any recommendations on how to create jobs and boost local economic development in the COVID-19 recovery and rebuild process? How can the City and/or other levels of government support these solutions?Please do not provide any personal information in your response.,11. What are the critical issues and needs you see for your clients related to climate change and resilience during the COVID-19 recovery over the short and long-term?Please do not provide any personal information in your response.,11. Agencies_Corporations,12. Do you have any other comments or input that you would like the City to consider in planning for the COVID-19 recovery and rebuild process?Please do not provide any personal information in your response.,13. Please provide the first three characters of your agency's postal code:,14.1. Arts and culture,14.2. Children's services,14.3. Education and research,14.4. Environment,14.5. Employment and training,14.6. Ethno-specific services,14.7. Faith-based services,"14.8. Grants, fundraising, and voluntarism",14.9. Health and mental health,14.10. Homelessness,14.11. Human and social services,14.12. Immigration and settlement,14.13. Indigenous services and supports,"14.14. Law, advocacy and politics",14.15. Sports and recreation,14.16. Social housing,14.17. Seniors programs and services,14.18. Youth programs and services,14.19. Anti-racist service delivery,"14.20. Black, African, Caribbean community services and supports",14.21. LGBTQ2S+ programs and services,14.22. Services and supports for racialized residents,14.23. Services and supports for people with disabilities,14.24. Women's programs and services,14.25. Prefer not to answer,"14.26. Other, please specify",myLabel,16.1. Women,16.2. Youth,16.3. Seniors (age 65+),"16.4. Indigenous peoples (First Nations, Inuit, Métis)",16.5. Racialized groups,16.6. Black communities,"16.7. Newcomers, immigrants and refugees",16.8. Undocumented Torontonians,16.9. People with disabilities,16.10. Trans or non-binary people,"16.11. Lesbian, gay, bisexual or queer (LGBQ+ people)",16.12. Two-Spirit people,16.13. People living on low incomes,16.14. Other,16.15. Prefer not to answer,17. How many paid employees does your agency have? Please indicate based on usual operations.,18. What is your agency's annual operating budget?,"19. If desired, please provide your Agency Name, which will be used only for the purposes of better understanding the agencies that have participated in the process. Please note, it is optional to identify the Agency Name.",X154,X155,X156,X157,X158,X159,X160
122,1,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,NA,delays in decision making by city officials hindered effective system service delivery and agencies left on their own to make decisions.  The system was fragmented prior to the pandemic and poor crisis communications and coordination really hindered effective and appropriate solutions to quick changes in the environment.,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,better communications and systems coordination and ultimately better support to agencies delivering vital services,n/a,do not understand what is mean by 'climate change' - no context ?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20-Nov,"$1,000,000 - $10,000,000",NA,NA,NA,NA,NA,NA,NA,NA
123,1,1,1,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,1,"We have had to establish our own IPAC practices, PPE sources, funds for PPE purchases, PPE inventory and distribution. There is currently no official guidance for our sector (Independent Living) and so we have had to cobble together appropriate guidance even though our clients are extremely vulnerable.",NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,"Dedicated IPAC advisor, assistance with PPE distribution and acquisition. Food security funds are also much needed.",1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,1,NA,"Advisory groups on people with disabilities' unique needs in the pandemic are sorely lacking, Province and City need to establish an advisory group on people with disabilities urgently. many of the recovery strategies (ie. expanding patios) impact pwds (narrow the clearway) and there had been no consideration for this at any level of government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Develop an AC on the needs of people with disabilities in the pandemic that can advise on response and recovery so this vulnerable group isn't completely invisible - as they are now.,n/a,"PPE, Food security, mental health",NA,i urge you to develop an advisory committee that can provide a central point for guidance relevant to people with disabilities in the pandemic in the City of Toronto. No one is doing this and this population continues to be at-risk and ignored.,M4W,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,21-100,"Over $10,000,000",NA,NA,NA,NA,NA,NA,NA,NA
124,1,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,1,NA,1,NA,Importance of funding stability,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,Opportunity for service coordination and inter-agency collaboration to optimize client navigation of services,No,"Mental Health  is and will continue to  be a critical issue. Clients are under a lot of stress, having to respond to multiple obligations as employees, parents, partners, etc.",NA,NA,L4W,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-Jan,"$250,000 - $499,999",Learning Disabilities Association of Peel Region,NA,NA,NA,NA,NA,NA,NA
125,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,funding to support bringing staff back to the job,1,NA,NA,1,1,1,NA,1,1,NA,NA,"We have learned that the importance of flexibility of funding has been essential to ensure that we can meet all the needs of parents that we serve. We also have learned that parents get left behind all the time in terms of funding, and Covid has been no different. We did not fit many of the 'emergency' funding out there, yet parents are in crisis as they took on additional stressors during Covid. I would hope that a second wave would recognize the needs of parents for support to get through with having kids at home all the time, home schooling, mental health, etc.",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,PARENTS,"I would think that we need to look at how to better support collaborative work that's still happening virtually. This is a great opportunity to look at duplication and ensure agencies are supported in collaborative work, sharing of resources (ie software that helps with virtual supports), etc. I think we also have to look at increasing preventative funding to ensure that families build resiliency before crisis hits so that when it does, they are better able to cope.","I think we could look at some work share opportunities between not for profit agencies. With agencies struggling with lost revenue, shared positions between agencies can be a great way to avoid precarious employment while multiple agencies get the benefit of combining their funds to hire someone with a skill set in certain areas such as data analysis, fund development, etc.","Our clients are going to need support in getting back to work and supporting the new needs of children in schools, daycares, etc.",NA,"Have we ever thought of, instead of funding daycares, etc., taking all that money and paying one parent in a family to stay home with their children? This would take the pressure off of parents who have to go back to work but are scared to, it would avoid the issue of having employers lose staff due to schools/daycares closing, and would give parents the option of staying home or going to work. A small salary would allow parents to stay home and raise their own children while avoiding all the issues of sending children back to child care, schools, etc. Also, for schools, why not have teachers all onsite at schools, keep all schooling virtual. If children need help they can book a meeting with their teacher for one on one help. This will avoid too many kids on site at once and will ensure teachers are actually teaching and helping kids who are struggling with virtual learning.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,parenting programs,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-Jan,"$500,000 - $999,999",NA,NA,NA,NA,NA,NA,NA,NA
126,1,1,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,Addressing more demand from clients,NA,NA,NA,1,1,1,1,NA,1,NA,NA,Access to space to allow distancing and handling of donations was / is critical to a stable solution.,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Leverage EXISTING agencies programs that can and want to scale (versus creating new ones). Example - Furniture Bank has most of the infrastructure to provide allow all housing to be furnished. Small investments can ensure ALL agencies in Toronto can draw on the service at a great ROI for City investments).,Encourage investments in Social Enterprise programs in the community - most are social employment focused - and would create hundreds of jobs with the right supports.  http://www.torontoenterprisefund.ca/,N/A,NA,N/A,M3B,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Furniture Bank - support families from all agencies above,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-100,"$1,000,000 - $10,000,000",NA,NA,NA,NA,NA,NA,NA,NA
127,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,"We have not lost any funding yet but we are worried as we move forward how much our fund development team will be able to raise. With restrictions continuing on people congregating this has had an impact on our third party events and fundraising ability. We are part of the VAW sector which has resulted in a reduction in our beds due to physical distancing requirements. We will need more funds to be able to operate at full capacity again. Our current operations were marred by overcrowding. We would need capital funds in excess of $100,000 to be able to improve the building to meet the needs to operate more safely. The province is opening and there is talk of Long Term Care homes but other congregate settings do not have clear guidelines and we have been left to ourselves to determine how we manage our residents from being out in public. There is greater risk of COVID 19 spreading during this time. Without guidelines we have had to make our own rules- which means we are making a choice between human rights and freedom of movement versus the safety of everyone in a congregate setting. It would have been helpful to have a province or city wide guideline for us so we could standarize this. It would be so much easier for us to explain to the residents and reduce their resentment towards workers.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,MOre funding is a must. Support to acquire better space for congregate spaces.More housing allowances and flexibility in these programs so that we can house more women. Reduce housing costs across the GTA.,1,1,NA,1,NA,NA,NA,maintaining remote work post pandemic. I need bigger space to reduce office sharing and maintaining physical distance. Support on how to deal with Union demands that can make working in a post Covid world more difficult.,1,1,1,1,1,1,1,NA,1,1,NA,Flexibility of funding was helpful- the province was most responsive in this way. Recognizing that Management are also essential and providing them with financial appreciation pay as well. A neighbourhood response with CHCs for testing and managing outbreaks in conjunction with ICHA. More planning with various sectors so everyones input is gathered when planning.,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,NA,"those with serious or terminal health conditions- struggling to pay rent, cannot work and very susceptible to COVID","We need to stop looking at band aid solutions. The amount of money we spent on securing hotel rooms is disgraceful. If we had more capacity in our system, stopped overcrowding, worked on supporting transitional housing, policies to maintain reasonable rent levels in Toronto we would have reduced the spread and impact. I strongly ask that we look at solutions and put the money and political will behind this. We cannot afford not to. Right now it is Covid 19 but next time we could have an even worse situation, lets do better.","Yes, fund social enterprises. I have a number of innovative ideas for social enterprise that will train vulnerable under housed people with marketable skills in pandemic proof industries but we need funding to support these. We need to look at securing housing. Modular housing is a great idea but we need to ensure we are thinking about people with accessibility issues and women and children.",I do not understand this question.,NA,neighbourhood committees to implement and coordinate response. We need to do this and hire a coordinator for each area or cluster of areas. Focus on people who are in congregate settings and solutions to house them not to overcrowd in shelters and hotels.,M4M,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,Yes,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,21-100,"$1,000,000 - $10,000,000",Nellies,NA,NA,NA,NA,NA,NA,NA
128,1,1,1,NA,NA,1,1,1,1,NA,1,1,1,1,1,1,NA,"We are a charity and have been advocating for a charitable stabilization fund as the cost to charities of decreased fundraising, and basic operations have not been covered by any of the targetted funding.",1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,"As a child care operator, we will need both flexibility and increased funding to support the sector as we reopen and families gradually return to child care.  There are increased costs, reduced ratios, and uneven participation.",1,1,NA,NA,1,1,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,"Importance of funding flexibility from our government partners.  Federal response has been very important in terms of income stability for individuals and support for employers. Guidance from public health authorities for specific operations (e.g. day camps, child care, etc.) has been helpful.   It would be very helpful if agencies were able to have specific public health contacts and the ability to talk through situations and be better prepared, recognizing that public health has their own capacity issues.",1,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,"Improve emergency and transitional housing options as well as a focus on more affordable housing - consider rapid, easy to deploy options such as modular housing and long terms leases at hotels. Recognize child care as an essential service and critical to economic recovery and fund it accordingly through federal/provincial/municipal agreements. Capture the benefits of the CERB program in addressing the gaps in EI (e.g. temp workers, irregular hours, etc.)",Increased to child care. This will also be important if schools adopt hybrid learning models and parents need child care for days when their children at school.  School Boards will need to work cooperatively with child care providers in order to accommodate the full spectrum of early learning and child care.   Also consider the benefits of day camps as part of this solution.,Vulnerable residents have not access to emergency relief centres during COVID-19.,NA,"Appreciate the level of communication and engagement from the City and the supports provided to agencies in terms of funding flexibility and in some cases, increased funding (e.g. shelters).",NA,NA,1,NA,NA,1,NA,NA,NA,1,1,NA,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over 100,"Over $10,000,000",YMCA of Greater Toronto,NA,NA,NA,NA,NA,NA,NA
129,1,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,"Partnerships with the City (SSHA), TPH, Toronto Shelter Network (TSN), and Toronto Drop-In Network (TDIN) were key to getting us the necessary information and support.",1,1,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,1,1,NA,NA,Further develop the hotel program for the homeless.,No,Masks for the homeless,NA,Open up more public washroom space and regularly maintain them.,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-100,"Over $10,000,000",The Scott Mission,NA,NA,NA,NA,NA,NA,NA
130,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,We fully closed down from Mid March to early June - still can't provide full training - switched partial training online.  Now the emergency extended till July 15th - will affect more on the services.  We are one of the most hard hit sectors impacted by COVID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,"It is critical that funding to support wages, rent relief and workplace modifications (PPE, barriers, tech) is provided quickly.",1,1,1,NA,NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,"Rent, mortgage and property tax relief",Provide funding support to non-profits that offer entrepreneurship training and supports.,n/a,NA,n/a,m5a,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,"No, our service population is universal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Over 100,"Over $10,000,000",NA,NA,NA,NA,NA,NA,NA,NA
132,1,1,1,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,NA,Pivoted transportation services to support food security / grocery pick-up and delivery for vulnerable community members,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,NA,"This has made our ability to redirect programs and services to 'extraordinary' activities (i.e. food security, virtual programming). We have been able to maintain our employees in the workforce.",1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,Support for collaboration and facilitation of alliances to make the most efficient use of our various and complementary strengths.  Supporting improved access to PPE,"*Need secure PPE *Funding to reconfigure working spaces to ensure safety *need funding models to incorporate the loss of efficiencies (fewer people in programs, fewer people being transported at a time)","Continued access to services and programs Focused supports on reduction of isolation and access to food and medications, and other essentials",NA,NA,M9P,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,Yes,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,Over 100,"$1,000,000 - $10,000,000",ESS Support Services,NA,NA,NA,NA,NA,NA,NA
133,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,NA,1,1,1,NA,yes,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,1,1,1,NA,NA,"More open access to water, cleaning areas like shower and hands, and food for the homeless",Hiring people to do sanitisation  of public areas,No proper access to air conditioning areas and water,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,Yes,NA,NA,NA,1,NA,1,1,1,1,NA,NA,NA,1,NA,NA,Over 100,"$1,000,000 - $10,000,000",NA,NA,NA,NA,NA,NA,NA,NA
134,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yes,yes,Yes,NA,no way,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,Prefer not to answer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
